Row_Number,Artist_01,Artist_01_Tags,Artist_02,Artist_02_Tags,Song_Title,Collaboration_Status,Release_Year,Region,MB_Rating_Value,MB_Rating_Votes,Peak_Chart_Position,embedding,
71,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Lady Gaga,"americana, dance, dance-pop, electro house, electronic, electropop",100th Digital Short,Failure,2013.0,US,,,,
72,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Miley Cyrus,"contemporary r&b, dance-pop, electropop, pop, pop rock, power pop","Never Say Never: Part 13, Overboard",Failure,2011.0,US,,,,
73,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Miley Cyrus,"contemporary r&b, dance-pop, electropop, pop, pop rock, power pop",Overboard,Success,2011.0,US,,,,
74,Halsey,"alternative pop, alternative r&b, alternative rock, contemporary r&b, electropop, indie pop",Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",The Feeling,Success,2015.0,US,,,,
75,Drake,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, pop, pop rap",Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Right Here,Success,2012.0,US,,,,
76,Drake,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, pop, pop rap",Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",One Dance (remix),Failure,2017.0,US,,,,
77,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Kanye West,"chipmunk soul, christian hip hop, conscious hip hop, electropop, experimental hip hop, gospel",Runaway Love (Remix),Failure,2010.0,US,,,,
78,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Kanye West,"chipmunk soul, christian hip hop, conscious hip hop, electropop, experimental hip hop, gospel",Jealous,Failure,,US,,,,
79,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Kanye West,"chipmunk soul, christian hip hop, conscious hip hop, electropop, experimental hip hop, gospel",No Reason,Failure,,US,,,,
80,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Travis Scott,"experimental hip hop, hip hop, pop rap, southern hip hop, trap",No Sense,Success,2015.0,US,,,,
81,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Travis Scott,"experimental hip hop, hip hop, pop rap, southern hip hop, trap",Second Emotion,Success,2020.0,US,,,,
82,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Travis Scott,"experimental hip hop, hip hop, pop rap, southern hip hop, trap",Maria I’m Drunk,Success,2015.0,US,,,,
83,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Travis Scott,"experimental hip hop, hip hop, pop rap, southern hip hop, trap",Maria I'm Drunk,Failure,2015.0,US,,,,
84,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Post Malone,"alternative r&b, cloud rap, contemporary r&b, country, hip hop, pop rap",Deja Vu,Success,2016.0,US,,,,
85,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Post Malone,"alternative r&b, cloud rap, contemporary r&b, country, hip hop, pop rap",Forever,Success,2020.0,US,,,,
86,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Post Malone,"alternative r&b, cloud rap, contemporary r&b, country, hip hop, pop rap",Jealous,Failure,,US,,,,
87,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Post Malone,"alternative r&b, cloud rap, contemporary r&b, country, hip hop, pop rap",No Reason,Failure,,US,,,,
88,Justin Bieber,"dance-pop, pop rap, r&b, teen pop",Nicki Minaj,"east coast hip hop, electronic, hip hop, pop, pop rap, r&b",Beauty and a Beat,Success,2012.0,US,,,,
89,Justin Bieber,"dance-pop, pop rap, r&b, teen pop",Lil Wayne,"gangsta rap, hip hop, pop, pop rap, r&b, rap rock",Backpack,Success,2013.0,US,,,,
90,Justin Bieber,"dance-pop, pop rap, r&b, teen pop",Lil Wayne,"gangsta rap, hip hop, pop, pop rap, r&b, rap rock",I’m the One,Success,2017.0,US,,,,
91,Justin Bieber,"dance-pop, pop rap, r&b, teen pop",Lil Wayne,"gangsta rap, hip hop, pop, pop rap, r&b, rap rock",I'm the One,Success,2017.0,US,,,,
92,Justin Bieber,"dance-pop, pop rap, r&b, teen pop",Lil Wayne,"gangsta rap, hip hop, pop, pop rap, r&b, rap rock",I’m T,Failure,2018.0,US,,,,
93,Future,"hip hop, southern hip hop, trap",Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",What’s Hatnin’,Success,2013.0,US,,,,
94,Future,"hip hop, southern hip hop, trap",Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Private Landing,Success,2023.0,US,,,,
95,21 Savage,"gangsta rap, hip hop, pop rap, southern hip hop, trap",Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",LET IT GO,Failure,2021.0,US,,,,
96,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Snoop Dogg,"g-funk, gangsta rap, hip hop, west coast hip hop",Peaches (remix),Failure,2021.0,US,,,,
97,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",SZA,"alternative r&b, contemporary r&b, electronic, hip hop soul, neo soul, pop",Snooze (acoustic),Failure,2023.0,US,,,,
98,David Guetta,"dance, dance-pop, electro house, electronic, electropop, festival progressive house",Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",2U,Success,2017.0,Europe,,,,
99,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Marshmello,"edm, future bass, hip hop, progressive house, trap edm",Let Me Love You (Marshmello remix),Failure,2016.0,US,,,,
100,Diplo,"edm, electronic, electronica, festival trap, future bass, hip hop",Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Where Are Ü Now,Success,2015.0,US,,,,
101,Diplo,"edm, electronic, electronica, festival trap, future bass, hip hop",Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Where Are U Now (Voodoo remix),Failure,2015.0,US,,,,
102,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Skrillex,"brostep, complextro, drumstep, dubstep, edm, electro house",Where Are Ü Now,Success,2015.0,US,,,,
103,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Skrillex,"brostep, complextro, drumstep, dubstep, edm, electro house",Don't Go,Failure,,US,,,,
104,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Skrillex,"brostep, complextro, drumstep, dubstep, edm, electro house",Don’t Go,Failure,,US,,,,
105,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Skrillex,"brostep, complextro, drumstep, dubstep, edm, electro house",Sorry,Failure,2015.0,US,,,,
106,J Balvin,"hip hop, latin, latin pop, pop, reggaeton",Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Mood (remix),Failure,2020.0,Latin America,,,,
107,Daddy Yankee,"hip hop, latin, latin pop, reggae, reggaeton",Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Despacito (remix),Success,2017.0,Latin America,,,,
108,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Ozuna,"latin, reggaeton, trap latino",One Dance (remix),Failure,2017.0,US,,,,
109,Justin Bieber,"dance-pop, pop, pop rap, r&b, teen pop",Luis Fonsi,"latin, latin pop, pop",Despacito (remix),Success,2017.0,US,,,,
110,Demi Lovato,"dance-pop, electropop, pop, pop rock, teen pop",Selena Gomez,"alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop",One and the Same,Success,2009.0,US,,,,
111,Demi Lovato,"dance-pop, electropop, pop, pop rock, teen pop",Selena Gomez,"alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop",Send It On,Failure,2009.0,US,,,,
